-44.783550,206.752945,1.764
-44.783550,206.752945,3.528
-44.783550,206.752945,5.292
-44.783550,206.752945,7.056
-44.783550,206.752945,8.820
-44.783550,206.752945,10.584
-44.783550,206.752945,12.348
-44.783550,206.752945,14.112
-44.783390,206.752945,12.208
-44.783173,206.752960,0.180
-44.782555,206.753143,0.865
-44.782368,206.753235,1.076
-44.782425,206.753113,1.031
-44.782574,206.752960,0.867
-44.782749,206.752777,0.666
-44.782887,206.752594,0.476
-44.782997,206.752487,0.317
-44.783085,206.752426,0.195
-44.783146,206.752335,0.109
-44.779198,206.745499,1.202
-44.749508,206.710983,3.243
-44.702282,206.669418,4.080
-44.648930,206.630722,4.487
-44.589058,206.594543,4.939
-44.521736,206.561386,5.405
-44.446438,206.532959,5.897
-44.363060,206.510757,6.373
-44.271702,206.497299,6.849
-44.173035,206.492447,7.300
-44.067719,206.499496,7.732
-43.956806,206.519714,8.147
-43.841663,206.554688,8.520
-43.724365,206.605194,8.840
-43.605988,206.669144,9.174
-43.484711,206.739136,9.575
-43.357780,206.807877,10.034
-43.223209,206.870255,10.496
-43.080463,206.923615,10.943
-42.929447,206.965378,11.369
-42.770454,206.992630,11.766
-42.604305,207.005173,12.143
-42.432121,206.999481,12.480
-42.255604,206.973679,12.778
-42.076954,206.926300,13.036
-41.897228,206.860916,13.366
-41.714077,206.789627,13.799
-41.525105,206.721756,14.264
-41.328625,206.664383,14.713
-41.124252,206.621704,15.129
-40.912411,206.597641,15.497
-40.694164,206.592865,15.836
-40.471241,206.611069,16.119
-40.246067,206.654633,16.350
-40.019688,206.718796,16.677
-39.789150,206.785934,17.132
-39.551952,206.843491,17.573
-39.307415,206.885101,17.966
-39.055973,206.905319,18.300
-38.799072,206.902847,18.582
-38.540482,206.875992,18.529
-38.285580,206.829117,18.407
-38.033817,206.771088,18.347
-37.782440,206.711075,18.426
-37.528698,206.662567,18.583
-37.273628,206.629822,18.454
-37.018135,206.617371,18.395
-36.755375,206.629974,19.444
-36.472332,206.675446,20.818
-36.173531,206.741043,22.087
-35.860081,206.809814,23.219
-35.532761,206.866760,24.157
-35.193287,206.903488,24.842
-34.843685,206.915421,25.406
-34.487278,206.897141,25.765
-34.126259,206.851349,26.192
-33.760929,206.789032,26.647
-33.390026,206.724823,27.139
-33.011997,206.674927,27.603
-32.627083,206.647675,27.929
-32.236465,206.648132,28.204
-31.842434,206.678558,28.434
-31.445480,206.730484,28.760
-31.044954,206.793365,29.166
-30.639380,206.853409,29.575
-30.227379,206.895370,29.953
-29.809452,206.913666,30.220
-29.387369,206.900757,30.408
-28.962622,206.860962,30.673
-28.534935,206.804749,31.004
-28.102760,206.748230,31.438
-27.664824,206.707504,31.778
-27.221176,206.689957,32.078
-26.773703,206.703278,32.244
-26.323494,206.742615,32.518
-25.870144,206.796951,32.867
-25.412352,206.850845,33.251
-24.948826,206.887283,33.606
-24.480097,206.899216,33.842
-24.007858,206.880295,34.043
-23.532867,206.838257,34.320
-23.054678,206.783035,34.658
-22.571924,206.730133,35.054
-22.083656,206.695572,35.358
-21.590456,206.687225,35.589
-21.094109,206.709244,35.777
-20.594885,206.751740,36.068
-20.092537,206.806610,36.393
-19.585850,206.859131,36.763
-19.073879,206.892914,37.056
-18.557306,206.899826,37.255
-18.037754,206.877014,37.446
-17.515528,206.834091,37.716
-16.990465,206.778229,38.023
-16.461369,206.724075,38.376
-15.927192,206.688416,38.656
-15.388556,206.679626,38.839
-14.846983,206.700211,39.022
-14.302721,206.739929,39.285
-13.755713,206.792603,39.574
-13.204920,206.843903,39.909
-12.649387,206.876648,40.171
-12.089787,206.882172,40.336
-11.527514,206.859116,40.518
-10.962823,206.816833,40.762
-10.395597,206.762009,41.040
-9.824725,206.709290,41.358
-9.249266,206.675751,41.601
-8.669923,206.669846,41.749
-8.087890,206.690994,41.936
-7.503418,206.730286,42.169
-6.917224,206.781723,42.291
-6.331932,206.830261,42.256
-5.745975,206.859222,42.444
-5.147017,206.860214,43.435
-4.535113,206.834534,44.290
-3.913023,206.791687,45.050
-3.281854,206.747635,45.751
-2.642339,206.720886,46.287
-1.996091,206.720306,46.675
-1.344578,206.743774,47.049
-0.688482,206.783752,47.417
-0.027527,206.824020,47.811
0.638454,206.845566,48.108
1.308549,206.840973,48.337
1.982031,206.814346,48.591
2.658659,206.772430,48.867
3.339083,206.731140,49.185
4.023722,206.709274,49.420
4.711859,206.713699,49.609
5.402935,206.739594,49.833
6.096792,206.780548,50.085
6.794115,206.820877,50.384
7.495374,206.841782,50.605
8.199947,206.836868,50.788
8.907374,206.811066,51.007
9.617513,206.770538,51.253
10.331034,206.730911,51.543
11.048363,206.710968,51.755
11.768916,206.716568,51.939
12.492317,206.742203,52.157
13.218433,206.782043,52.402
13.947903,206.820374,52.685
14.681062,206.838501,52.887
15.417308,206.831146,53.067
16.156256,206.803604,53.276
16.897774,206.761856,53.515
17.642555,206.721573,53.793
18.390989,206.701416,53.989
19.142506,206.706757,54.162
19.896751,206.731720,54.370
20.653530,206.771103,54.600
21.413446,206.809479,54.871
22.176861,206.827988,55.063
22.943233,206.821228,55.232
23.712257,206.795303,55.437
24.483801,206.755646,55.664
25.258438,206.717621,55.927
26.036594,206.697098,56.123
26.817692,206.701645,56.292
27.601570,206.724747,56.492
28.387978,206.761917,56.707
29.177372,206.797897,56.961
29.970028,206.816620,57.149
30.765371,206.810287,57.309
31.563372,206.784775,57.495
32.363804,206.745895,57.706
33.167133,206.709335,57.947
33.973419,206.690842,58.119
34.782322,206.696671,58.278
35.593800,206.720718,58.459
36.407578,206.758102,58.659
37.224003,206.793427,58.890
38.043232,206.810699,59.053
38.865044,206.803436,59.200
39.689262,206.778397,59.373
40.515591,206.739883,59.562
41.344276,206.703079,59.785
42.175793,206.684219,59.937
43.009880,206.689926,60.074
43.846214,206.713501,60.238
44.684494,206.750153,60.420
45.524963,206.784683,60.632
46.368275,206.800766,60.772
47.213951,206.793137,60.907
48.061737,206.768341,61.064
48.911140,206.730453,61.237
49.762791,206.694565,61.438
50.617264,206.676865,61.570
51.473980,206.682709,61.696
52.332561,206.705673,61.845
53.192669,206.741531,62.010
54.055119,206.775101,62.200
54.920162,206.790497,62.324
55.787231,206.783127,62.446
56.655861,206.758789,62.587
57.526070,206.721634,62.744
58.398449,206.687012,62.926
59.273258,206.670517,63.045
60.149918,206.676804,63.159
61.028263,206.699997,63.296
61.908161,206.735840,63.448
62.790108,206.769287,63.626
63.674389,206.784760,63.743
64.560577,206.777802,63.855
65.448502,206.754166,63.987
66.337936,206.717514,64.132
67.229355,206.682770,64.307
68.120682,206.665558,64.153
69.010101,206.670258,63.994
69.902573,206.692032,64.527
70.804047,206.727127,65.128
71.712715,206.760391,65.640
72.627342,206.776047,65.998
73.546539,206.769867,66.294
74.469475,206.747345,66.560
75.395447,206.711868,66.803
76.324501,206.678421,67.048
77.256630,206.662399,67.216
78.191299,206.667816,67.368
79.128151,206.689758,67.524
80.066879,206.724319,67.690
81.007805,206.756363,67.874
81.951118,206.770615,67.998
82.896461,206.763916,68.120
83.843567,206.740738,68.252
84.792259,206.704895,68.399
85.742920,206.671646,68.570
86.695839,206.655930,68.686
87.650711,206.661026,68.800
88.607307,206.682068,68.929
89.565422,206.716034,69.068
90.525421,206.748123,69.236
91.487587,206.762939,69.349
92.451569,206.756180,69.454
93.417168,206.732574,69.577
94.384171,206.695908,69.714
95.352303,206.661072,69.754
96.317787,206.643768,69.406
97.276604,206.646225,68.835
98.226112,206.663284,68.113
99.164413,206.692810,67.295
100.090775,206.720657,66.435
101.004890,206.731903,65.501
101.905983,206.723007,64.529
102.793602,206.699539,63.557
103.667519,206.665146,62.589
104.528023,206.633957,61.639
105.375832,206.620575,60.767
106.216370,206.628937,60.325
107.051041,206.654007,59.900
107.867615,206.688751,58.177
108.660789,206.719727,56.596
109.433121,206.733826,55.086
110.185562,206.726639,53.641
110.918808,206.703827,52.276
111.633400,206.668457,50.973
112.330345,206.634125,49.748
113.010803,206.618118,48.523
113.674614,206.625549,47.298
114.321701,206.651596,46.115
114.952209,206.690765,44.979
115.567131,206.728271,43.903
116.172012,206.746384,43.381
116.771385,206.737823,42.897
117.357574,206.709503,41.380
117.914276,206.671799,39.448
118.446869,206.635330,37.869
118.961021,206.615509,36.608
119.461258,206.620987,35.631
119.950653,206.651779,34.957
120.432465,206.698746,34.560
120.910484,206.745514,34.409
121.387810,206.774994,34.350
121.865395,206.779129,34.303
122.342636,206.753937,34.301
122.820107,206.709198,34.435
123.299667,206.662933,34.689
123.782867,206.633408,34.917
124.269508,206.628525,35.078
124.758232,206.653091,35.225
125.248970,206.697556,35.465
125.743156,206.743591,35.796
126.241875,206.773102,36.073
126.744591,206.777283,36.263
127.249855,206.752670,36.442
127.757393,206.707611,36.685
128.268372,206.659576,37.022
128.783981,206.627319,37.305
129.303711,206.620026,37.497
129.826080,206.642059,37.665
130.350784,206.684250,37.908
130.878967,206.728638,38.236
131.411514,206.756592,38.504
131.947815,206.758911,38.679
132.486664,206.734222,38.871
133.027908,206.691132,39.110
133.572556,206.646652,39.424
134.121429,206.619446,39.671
134.673813,206.618698,39.825
135.228500,206.644989,40.006
135.785583,206.687988,40.249
136.346008,206.730576,40.549
136.910461,206.754700,40.777
137.478073,206.751602,40.913
138.047821,206.722656,41.096
138.619751,206.677139,41.324
139.194824,206.631424,41.614
139.773834,206.603806,41.833
140.356079,206.603210,41.964
140.940460,206.628754,42.131
141.524582,206.671249,42.053
142.106720,206.714127,41.987
142.692795,206.739441,42.663
143.293930,206.738434,43.568
143.906448,206.712112,44.343
144.528076,206.669388,45.029
145.157974,206.626663,45.657
145.795364,206.602615,46.118
146.438675,206.605270,46.453
147.086517,206.631042,46.783
147.738312,206.672852,47.111
148.394394,206.714737,47.467
149.055084,206.737762,47.726
149.719421,206.734253,47.914
150.386673,206.708160,48.132
151.056610,206.666794,48.377
151.729858,206.626144,48.666
152.406921,206.604904,48.872
153.086975,206.610397,49.024
153.769440,206.638184,49.215
154.454147,206.681625,49.435
155.141159,206.724869,49.568
155.826477,206.749496,49.280
156.505402,206.747955,48.673
157.174423,206.725418,47.920
157.831467,206.688187,47.065
158.476334,206.651062,46.170
159.108734,206.631653,45.200
159.727463,206.636719,44.152
160.337601,206.663712,43.745
160.942078,206.693741,43.391
161.530777,206.708923,41.605
162.090088,206.702286,39.561
162.620926,206.666931,37.565
163.123627,206.606049,35.701
163.599976,206.527954,33.989
164.052109,206.440247,32.423
164.483353,206.355728,31.011
164.897446,206.288376,29.661
165.295837,206.243973,28.320
165.678482,206.227707,26.977
166.044189,206.233871,25.676
166.393112,206.253494,24.622
166.729553,206.272385,24.098
167.060715,206.277390,23.562
167.383591,206.264252,22.460
167.675247,206.233337,20.320
167.933243,206.181808,18.061
168.163162,206.110092,16.506
168.369720,206.023087,15.345
168.560898,205.926575,14.707
168.743378,205.823517,14.455
168.921707,205.715424,14.460
169.101837,205.609985,14.668
169.288696,205.514343,14.953
169.484344,205.432449,15.260
169.689499,205.367493,15.561
169.903778,205.320877,15.854
170.126450,205.296295,16.108
170.355789,205.296509,16.319
170.590149,205.312363,16.692
170.829041,205.326553,17.138
171.072205,205.327957,17.557
171.318665,205.310623,17.921
171.567230,205.272125,18.242
171.815308,205.208740,18.466
172.059509,205.117752,18.631
172.294998,205.005569,18.386
172.522049,204.878632,18.307
172.745697,204.747223,18.341
172.970306,204.617477,18.445
173.200470,204.499481,18.521
173.435532,204.396957,18.394
173.678543,204.313385,18.904
173.948288,204.249893,20.388
174.243454,204.212540,21.571
174.557297,204.195755,22.643
174.885361,204.187225,23.634
175.223755,204.173370,24.513
175.569397,204.143097,25.193
175.919205,204.088303,25.753
176.270508,204.006332,26.142
176.619293,203.892563,26.456
176.965744,203.754303,26.827
177.312637,203.601562,27.256
177.665115,203.448914,27.746
178.027893,203.309570,28.134
178.402679,203.190063,28.484
178.789490,203.097595,28.693
179.186539,203.032822,28.952
179.591049,202.986099,29.289
180.000641,202.941605,29.708
180.412704,202.881943,30.118
180.824646,202.797974,30.400
181.233795,202.684982,30.626
181.637787,202.542084,30.843
182.037964,202.376160,31.117
182.436310,202.194153,31.478
182.834045,202.000046,31.825
183.236603,201.805801,32.272
183.649979,201.625671,32.604
184.076385,201.466339,32.905
184.516159,201.334991,33.081
184.966660,201.227524,33.355
185.425125,201.134277,33.704
185.887985,201.039780,34.099
186.351089,200.927429,34.463
186.811768,200.790649,34.720
187.266632,200.624130,34.941
187.717224,200.434250,35.216
188.166031,200.228943,35.552
188.618942,200.022430,35.952
189.082458,199.830505,36.287
189.559158,199.661102,36.529
190.048553,199.518753,36.742
190.547333,199.395020,37.034
191.053360,199.282608,37.369
191.563156,199.166977,37.746
192.072052,199.032379,38.055
192.576736,198.870590,38.264
193.072922,198.675369,38.378
193.560226,198.451187,38.557
194.039856,198.203552,38.780
194.513794,197.937256,39.056
194.984253,197.657486,39.373
195.457748,197.375565,39.749
195.942444,197.105209,40.073
196.441605,196.854660,40.306
196.956802,196.630066,40.485
197.483383,196.422562,40.753
198.014130,196.215103,41.100
198.542023,195.990829,41.392
199.062027,195.741562,41.586
199.569016,195.461227,41.703
200.064758,195.156097,41.899
200.552933,194.832886,42.147
201.036331,194.496445,42.329
201.519653,194.160767,42.360
202.011948,193.840042,42.317
202.527359,193.536453,43.409
203.068497,193.249252,44.324
203.627304,192.970169,45.150
204.194260,192.686020,45.897
204.759354,192.380997,46.462
205.316681,192.049210,46.880
205.865555,191.692093,47.267
206.409073,191.316345,47.652
206.949234,190.927048,48.034
207.494171,190.536438,48.437
208.054077,190.159988,48.739
208.632309,189.804489,48.963
209.226196,189.467392,49.216
209.831528,189.142212,49.508
210.440277,188.815414,49.849
211.043243,188.471298,50.125
211.635620,188.103027,50.333
212.218719,187.712891,50.573
212.796066,187.307800,50.843
